descricao_transacao,valor_transacao,categoria
Salário mensal - Jornalista,3327.48,Receitas
Pagamento - Petrobras (via cartão),475.23,Transporte
Pagamento de fatura - Padaria e Confeitaria Doce Vida (compra do mês),554.59,Alimentação
Pagamento de salário - Maio,3076.01,Receitas
Renovação de assinatura - Smart Fit (fatura do mês),181.9,Saúde
Pagamento de salário - Maio,3245.09,Receitas
Pagamento de décimo terceiro salário,3207.77,Receitas
Consumo em CPFL Energia (uso pessoal),3326.32,Moradia
Serviço prestado - Pub Cervejaria Artesanal (unidade próxima),954.76,Lazer
Pagamento - Magazine Luiza (unidade próxima),1190.96,Compras
Compra online - Oi Fibra (compra do mês),373.91,Moradia
Serviço prestado - Estapar Estacionamento (loja shopping),244.58,Transporte
Consumo em Taxa de Condomínio (loja shopping),1580.95,Moradia
Bonificação por desempenho,5291.95,Receitas
PIX - recebimento,1266.96,Receitas
Transação - Salão de Beleza Charme (compra à vista),353.25,Serviços
Assinatura mensal - Amazon Prime Video (via cartão cadastrado),16.21,Lazer
Consumo em Carrefour (pedido via app),760.86,Alimentação
Compra em Hospital Veterinário Pet Care (compra à vista),182.11,Pets
Serviço prestado - Claro Residencial (uso pessoal),4213.72,Moradia
Compra online - Restaurante Self-Service (unidade centro),482.01,Alimentação
Rendimento de fundo de investimento,3810.66,Receitas
Consumo em Embasa (pedido via app),5849.32,Moradia
Consumo em Dia Supermercados (compra do mês),443.74,Alimentação
Débito - Vivo Fibra,1923.67,Moradia
Pagamento - Ipiranga (compra à vista),204.79,Transporte
Pagamento de fatura - Pague Menos (parcelado em 5x),1449.13,Saúde
Pagamento de fatura - Centauro (loja shopping),1596.13,Compras
Renovação de assinatura - TIM (via cartão cadastrado),112.33,Serviços
Despesa - Correios (compra do mês),107.89,Serviços
Transação - Comgás (compra à vista),3867.93,Moradia
Compra em Estacionamento Multipark (uso pessoal),267.29,Transporte
Despesa - Ipiranga,324.01,Transporte
Débito - Coursera,1198.83,Educação
Renovação de assinatura - Unimed (fatura do mês),47.32,Saúde
Salário mensal - Professor,2330.27,Receitas
Transação - Zona Azul (loja shopping),167.84,Transporte
Pagamento de fatura - Pão de Açúcar,878.13,Alimentação
Salário mensal - Professor,2371.05,Receitas
Despesa - Subway (unidade próxima),77.9,Alimentação
Restituição de Imposto de Renda,2599.72,Receitas
Consumo em IPTU,3024.01,Impostos
Serviço prestado - VLT (via cartão),397.73,Transporte
Débito automático - Disney+ (cobrança automática),43.24,Lazer
Recebimento de dividendos,4951.0,Receitas
Salário mensal - Cozinheiro,3098.88,Receitas
Débito - Starbucks (unidade próxima),898.16,Alimentação
Salário mensal - Cozinheiro,3230.6,Receitas
Serviço prestado - Cinemark (uso pessoal),877.51,Lazer
Pagamento de fatura - Açougue Central,429.63,Alimentação
Despesa - Bilhete Único (pedido via app),181.46,Transporte
Serviço prestado - Bar do Zé (loja shopping),927.91,Lazer
Compra em Decolar.com (uso pessoal),547.23,Lazer
Mensalidade - Vivo (via cartão cadastrado),105.75,Serviços
Consumo em Auto Center Roda Viva (unidade centro),443.29,Transporte
Transação - Americanas (loja shopping),990.25,Compras
Rendimento de investimento - Tesouro Direto,3149.28,Receitas
Pagamento de salário - Abril,3144.45,Receitas
Pagamento - Barbearia Vintage (compra do mês),225.27,Serviços
Pagamento de fatura - Estacionamento Multipark (compra do mês),276.88,Transporte
Pagamento - Hospital Veterinário Pet Care (loja shopping),394.35,Pets
Despesa - Riachuelo (parcelado em 5x),1627.26,Compras
Transação - QuintoAndar - Aluguel (loja shopping),5948.61,Moradia
Compra em Renner (unidade centro),523.04,Compras
Renovação de assinatura - Oi,60.01,Serviços
Compra online - Cartório Central (unidade próxima),363.13,Outros
Despesa - VLT (pedido via app),116.79,Transporte
Salário mensal - Engenheiro Civil,13374.67,Receitas
Renovação de assinatura - Bio Ritmo (renovação do plano),345.38,Saúde
Serviço prestado - Padaria Pão Quente (pedido via app),272.21,Alimentação
Compra em Açougue Casa da Carne,698.21,Alimentação
Compra em NET Virtua (pedido via app),5207.28,Moradia
Pagamento de salário - Outubro,13137.07,Receitas
Transação - Estacionamento Multipark (unidade próxima),33.6,Transporte
Serviço prestado - Centauro (pedido via app),1341.74,Compras
Pagamento - Coffee Lab,591.35,Alimentação
Transação - Shell (compra do mês),418.3,Transporte
Pagamento de fatura - Fast Shop (compra à vista),316.2,Compras
Consumo em iFood (uso pessoal),771.29,Alimentação
Despesa - Sabesp (compra do mês),2517.52,Moradia
Freelance - projeto 65,793.61,Receitas
Serviço prestado - BTG Pactual - Aporte (uso pessoal),1051.66,Investimentos
Transação - Petrobras (compra à vista),457.39,Transporte
Restituição de Imposto de Renda,4940.75,Receitas
Consumo em Burger King (unidade próxima),719.6,Alimentação
Consumo em VLT (unidade próxima),147.48,Transporte
Bônus anual da empresa,924.37,Receitas
13º salário - segunda parcela,1290.39,Receitas
Depósito de salário,13009.76,Receitas
Débito - Açougue Casa da Carne (compra do mês),102.21,Alimentação
Transação - Magazine Luiza (pedido via app),302.31,Compras
Pagamento de fatura - InDriver (compra do mês),9.07,Transporte
Renovação de assinatura - Spotify (plano mensal),30.99,Lazer
Consumo em Estapar Estacionamento (uso pessoal),468.89,Transporte
Cobrança recorrente - Universidade Estácio (fatura do mês),150.25,Educação
Consumo em Kinoplex (uso pessoal),82.45,Lazer
Cobrança recorrente - Bluefit (fatura do mês),172.83,Saúde
Compra online - Borracharia Central (compra do mês),367.84,Transporte
Compra online - Metrô (unidade próxima),143.58,Transporte
Débito automático - Vivo (renovação do plano),64.05,Serviços
Pagamento - Açougue Boi Gordo (unidade centro),366.94,Alimentação
Transação - Starbucks (pedido via app),711.6,Alimentação
Consumo em Taxa Municipal,4525.19,Impostos
Assinatura mensal - Bradesco Seguros (plano mensal),133.54,Serviços
Rendimento de investimento - Tesouro Direto,200.88,Receitas
Depósito de salário,13748.26,Receitas
Despesa - Fast Shop (pedido via app),1357.61,Compras
Cobrança recorrente - Faculdade Anhanguera (fatura do mês),1463.41,Educação
Consumo em Posto BR Mania (compra à vista),277.35,Transporte
Rendimento de investimento - Tesouro Direto,685.93,Receitas
Pagamento de salário - Julho,14008.27,Receitas
Depósito de salário,2444.75,Receitas
Pagamento de fatura - Posto BR Mania (pedido via app),372.03,Transporte
13º salário - segunda parcela,5877.33,Receitas
Compra em Pizzaria Forno a Lenha (via cartão),41.09,Alimentação
Compra online - Comgás (via cartão),297.66,Moradia
13º salário - segunda parcela,5994.23,Receitas
Débito - Pub Cervejaria Artesanal (parcelado em 5x),832.92,Lazer
Assinatura mensal - Microsoft 365,372.8,Serviços
Depósito de salário,2446.7,Receitas
Pagamento de salário - Setembro,2561.17,Receitas
Compra online - Leroy Merlin (unidade centro),5392.33,Moradia
Transação - Ipiranga (loja shopping),463.67,Transporte
Compra em Coffee Lab (unidade próxima),728.78,Alimentação
Pagamento de conta - Droga Raia (compra à vista),1597.56,Saúde
Pagamento de salário - Fevereiro,2500.01,Receitas
Compra online - Restaurante Self-Service (uso pessoal),644.73,Alimentação
Compra em Cartório Central (compra à vista),717.23,Outros
Pagamento de conta - Estapar Estacionamento (uso pessoal),288.74,Transporte
Compra em Padaria Estrela,856.41,Alimentação
Recebimento de aluguel de imóvel,3775.07,Receitas
Pagamento - Centauro (pedido via app),2641.11,Compras
Freelance - projeto 38,1510.9,Receitas
Mensalidade - Universidade Estácio (renovação do plano),630.11,Educação
Compra online - Zona Azul (unidade próxima),374.24,Transporte
Pagamento - Magazine Luiza,2036.97,Compras
Pagamento de fatura - Magazine Luiza (parcelado em 10x),662.57,Compras
Pagamento de salário - Maio,2502.18,Receitas
Compra em Riachuelo (parcelado em 7x),2057.7,Compras
Assinatura mensal - Faculdade Anhanguera (cobrança automática),1133.61,Educação
Despesa - Pub Cervejaria Artesanal (parcelado em 7x),1092.05,Lazer
Transação - Salão de Beleza Charme (compra à vista),142.84,Serviços
Assinatura mensal - Netflix (renovação do plano),68.09,Lazer
Consumo em Decolar.com (parcelado em 7x),684.58,Lazer
Restituição de Imposto de Renda,3004.16,Receitas
Débito - Taxa Municipal (unidade próxima),3681.03,Impostos
Renovação de assinatura - Amazon Prime Video (fatura do mês),19.79,Lazer
Serviço prestado - Habib's (pedido via app),18.29,Alimentação
Débito - Leroy Merlin (compra do mês),4059.19,Moradia
Consumo em Boteco da Esquina (uso pessoal),1231.63,Lazer
Despesa - CVC Viagens (compra à vista),1315.18,Lazer
Pagamento de salário - Agosto,6910.39,Receitas
Compra online - Padaria Estrela,507.53,Alimentação
Consumo em Uber Eats,187.08,Alimentação
Salário mensal - Corretor de Imóveis,6777.13,Receitas
Serviço prestado - Taxa de Condomínio (pedido via app),1161.56,Moradia
Débito automático - Spotify,34.94,Lazer
Compra online - C&A (parcelado em 7x),458.58,Compras
Pagamento - C&A (parcelado em 4x),1890.34,Compras
Pagamento de fatura - Amazon (unidade próxima),1330.39,Compras
Pagamento por serviço prestado (freelance),1779.74,Receitas
Serviço prestado - Farmácia São João (via cartão),115.81,Saúde
Compra em Americanas (unidade centro),1390.31,Compras
Depósito de salário,7116.28,Receitas
Débito - Auto Center Roda Viva (pedido via app),174.88,Transporte
Cobrança recorrente - TIM (via cartão cadastrado),82.59,Serviços
Transação - Enel (unidade próxima),2991.16,Moradia
Depósito de salário,7241.4,Receitas
Mensalidade - iCloud Armazenamento (fatura do mês),421.34,Serviços
Despesa - Centauro (pedido via app),2211.56,Compras
Pagamento - Açougue Boi Gordo (loja shopping),257.64,Alimentação
Pagamento de conta - Condomínio Edifício Bela Vista (loja shopping),1693.91,Moradia
Débito - Rappi (compra do mês),597.39,Alimentação
Restituição - Receita Federal,896.33,Receitas
13º salário - primeira parcela,10560.69,Receitas
PIX - recebimento,1344.09,Receitas
Compra em Renner (uso pessoal),351.52,Compras
Débito automático - Netflix (fatura do mês),41.48,Lazer
Compra em Estacionamento Multipark,143.54,Transporte
Depósito de salário,7143.2,Receitas
Despesa - Centauro,2148.6,Compras
Pagamento de conta - Amazon (pedido via app),1823.27,Compras
PLR - Participação nos Lucros,6125.04,Receitas
Compra em Condomínio Edifício Bela Vista (pedido via app),3559.59,Moradia
Pagamento - Açougue Boi Gordo (compra do mês),609.87,Alimentação
Despesa - Borracharia Central (uso pessoal),173.87,Transporte
Dividendos - Ações B3,1147.03,Receitas
Serviço prestado - Bilhete Único (compra à vista),158.3,Transporte
Serviço prestado - Metrô (compra do mês),46.38,Transporte
Serviço prestado - Shell (loja shopping),315.32,Transporte
Despesa - IPTU (pedido via app),2879.41,Impostos
Depósito de salário,6736.17,Receitas
Débito - Restaurante Prato Feito (pedido via app),338.73,Alimentação
Pagamento de fatura - Pão de Açúcar (unidade próxima),869.28,Alimentação
Compra online - Clínica Vida Saudável (compra à vista),699.53,Saúde
Consumo em Casas Bahia,118.44,Compras
Pagamento de conta - Latam Viagens (compra à vista),872.69,Lazer
Pagamento - Droga Raia (parcelado em 7x),1327.25,Saúde
PLR - Participação nos Lucros,5748.67,Receitas
Transação - Burger King (pedido via app),232.49,Alimentação
Serviço prestado - Correios (uso pessoal),388.83,Serviços
Pagamento de conta - Ônibus Urbano (compra à vista),415.61,Transporte
Transação - Amazon,1011.36,Compras
Despesa - InDriver (pedido via app),69.15,Transporte
Compra em Sympla - Evento (via cartão),1075.3,Lazer
Despesa - Clínica Vida Saudável,939.45,Saúde
Consumo em XP Investimentos - Aporte (uso pessoal),1179.35,Investimentos
Depósito de salário,8291.22,Receitas
Pagamento de fatura - Bilhete Único (unidade próxima),228.26,Transporte
Salário mensal - Farmacêutico,8850.81,Receitas
Débito - UCI Cinemas (compra do mês),260.9,Lazer
Compra em Extra,16.85,Alimentação
Despesa - C&A (pedido via app),962.92,Compras
Serviço prestado - Burger King (unidade próxima),785.57,Alimentação
Pagamento de fatura - Estacionamento Multipark (uso pessoal),54.43,Transporte
Venda de produto usado,674.59,Receitas
Consumo em iFood,358.7,Alimentação
Transação - Uber Eats,839.4,Alimentação
Pagamento de fatura - Hospital Veterinário Pet Care (pedido via app),341.85,Pets
Despesa - Bar do Zé (compra à vista),522.38,Lazer
Rendimento de investimento - CDB,1521.16,Receitas
Aluguel recebido - imóvel próprio,4994.78,Receitas
Assinatura mensal - Bio Ritmo (plano mensal),345.98,Saúde
Serviço prestado - Salão de Beleza Charme (loja shopping),57.73,Serviços
Transação - Pub Cervejaria Artesanal,1670.55,Lazer
Pagamento - Enel (via cartão),5615.58,Moradia
Pagamento de décimo terceiro salário,6905.56,Receitas
Compra em Sabesp (unidade próxima),3220.65,Moradia
Serviço prestado - Clínica Veterinária Vida Animal (unidade próxima),211.76,Pets
Consumo em Restaurante Sabor Caseiro (loja shopping),881.75,Alimentação
Pagamento de salário - Dezembro,11772.74,Receitas
Pagamento - Coffee Lab (compra à vista),391.08,Alimentação
Compra em VLT (compra do mês),460.29,Transporte
Venda online - Marketplace,561.9,Receitas
Transação - CVC Viagens (unidade próxima),188.44,Lazer
Despesa - UCI Cinemas (unidade centro),160.98,Lazer
Recebimento de freelance,1723.33,Receitas
Pagamento de conta - CVC Viagens (unidade próxima),911.64,Lazer
Transação - Shopee (parcelado em 8x),1335.8,Compras
Pagamento de salário - Março,12026.99,Receitas
Despesa - Pub Cervejaria Artesanal (parcelado em 3x),981.12,Lazer
Pagamento de conta - Mercado Livre (via cartão),2017.53,Compras
Assinatura mensal - Porto Seguro (cobrança automática),400.43,Serviços
Compra online - C&C Casa e Construção (via cartão),5165.21,Moradia
Pagamento - Shopee (uso pessoal),66.77,Compras
Pagamento - Kabum,214.5,Compras
Serviço prestado - Boteco da Esquina (parcelado em 4x),75.91,Lazer
Recebimento de dividendos,628.78,Receitas
Cobrança recorrente - Disney+ (plano mensal),51.82,Lazer
Serviço prestado - Fast Shop,874.49,Compras
Dividendos - Ações B3,1339.65,Receitas
Recebimento de dividendos,1864.72,Receitas
Consumo em VLT (compra à vista),161.26,Transporte
13º salário - segunda parcela,14599.3,Receitas
Consumo em Correios (unidade centro),210.79,Serviços
Despesa - Hortifruti Sabor da Terra (compra do mês),591.92,Alimentação
Pagamento de fatura - Zona Azul (compra do mês),458.91,Transporte
Débito - Ônibus Urbano (loja shopping),331.4,Transporte
Serviço prestado - Udemy (pedido via app),2647.34,Educação
Pagamento de fatura - Correios (pedido via app),235.46,Serviços
Pagamento de salário - Dezembro,5898.36,Receitas
Pagamento - Imobiliária Lopes - Aluguel (compra à vista),4573.65,Moradia
Salário mensal - Autônomo,5666.85,Receitas
Mensalidade - Microsoft 365 (renovação do plano),400.72,Serviços
Compra em InDriver (compra à vista),57.79,Transporte
Compra online - Sympla - Evento (parcelado em 3x),1202.81,Lazer
Pagamento de salário - Fevereiro,5610.51,Receitas
Pagamento de fatura - Mercado Livre (unidade próxima),249.12,Compras
Pagamento - Udemy (unidade próxima),305.79,Educação
Serviço prestado - Condomínio Edifício Bela Vista (unidade próxima),1888.06,Moradia
Transação - Americanas (via cartão),334.45,Compras
Despesa - IPVA (pedido via app),1357.62,Impostos
Pagamento de fatura - Bar do Zé (parcelado em 6x),1473.63,Lazer
Compra online - Bob's (pedido via app),104.54,Alimentação
Compra online - Auto Center Roda Viva (unidade centro),481.06,Transporte
Pagamento de fatura - Restaurante Self-Service (uso pessoal),180.9,Alimentação
Consumo em Ingresso.com - Show (loja shopping),1216.38,Lazer
PLR - Participação nos Lucros,3716.76,Receitas
